Recipe_ID,Recipe_Name,Category,Cuisine,Ingredients,Main_Ingredient,Meal_Type,Difficulty_Level,Preparation_Time_Min,Calories_kcal,Target_Country,Validation_Source
968,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Dinner,Medium,55,358,India,Authentic Culinary Database
969,Baingan Bharta,Produce,Indian,"Baingan, Basic Spices, Oil, Salt",Baingan,Breakfast,Medium,16,493,India,Authentic Culinary Database
970,Aloo Paratha,Bakery,Indian,"Aloo, Basic Spices, Oil, Salt",Paratha,Snack,Easy,29,329,India,Authentic Culinary Database
971,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Dinner,Hard,23,512,India,Authentic Culinary Database
972,Gulab Jamun,Dairy,Indian,"Gulab, Basic Spices, Oil, Salt",Gulab,Snack,Easy,27,491,India,Authentic Culinary Database
973,Kung Pao Chicken,Grains/Legumes,Chinese,"Kung Pao, Peanuts, Soy Sauce, Chili",Kung Pao,Breakfast,Medium,21,592,India,Authentic Culinary Database
974,Kung Pao Chicken,Protein,Chinese,"Kung Pao, Peanuts, Soy Sauce, Chili",Kung Pao,Breakfast,Medium,40,535,India,Authentic Culinary Database
975,Chana Masala,Produce,Indian,"Chana, Basic Spices, Oil, Salt",Chana,Breakfast,Easy,55,629,India,Authentic Culinary Database
976,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Lunch,Easy,40,567,India,Authentic Culinary Database
977,Pancakes,Produce,American,"Pancakes, Basic Spices, Oil, Salt",Pancakes,Dinner,Medium,56,244,India,Authentic Culinary Database
978,Bruschetta,Grains/Legumes,Italian,"Bruschetta, Basic Spices, Oil, Salt",Bruschetta,Dinner,Medium,49,350,India,Authentic Culinary Database
979,Egg Roast,Protein,Indian,"Egg, Basic Spices, Oil, Salt",Egg,Dinner,Hard,39,487,India,Authentic Culinary Database
980,Buffalo Wings,Grains/Legumes,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Dinner,Easy,24,507,India,Authentic Culinary Database
981,Buffalo Wings,Grains/Legumes,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Snack,Hard,45,152,India,Authentic Culinary Database
982,Pancakes,Bakery,American,"Pancakes, Basic Spices, Oil, Salt",Pancakes,Snack,Easy,51,298,India,Authentic Culinary Database
983,Jeera Aloo,Produce,Indian,"Jeera, Basic Spices, Oil, Salt",Jeera,Snack,Hard,50,165,India,Authentic Culinary Database
984,Seekh Kabab,Protein,Indian,"Seekh, Basic Spices, Oil, Salt",Seekh,Snack,Medium,41,165,India,Authentic Culinary Database
985,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Snack,Medium,53,399,India,Authentic Culinary Database
986,Malabar Paratha,Bakery,Indian,"Flour, Ghee, Water, Salt",Paratha,Snack,Easy,43,411,India,Authentic Culinary Database
987,Margherita Pizza,Produce,Italian,"Flour, Tomato Sauce, Mozzarella Cheese, Basil",Pizza,Snack,Medium,37,155,India,Authentic Culinary Database
988,Kheer,Dairy,Indian,"Kheer, Basic Spices, Oil, Salt",Kheer,Snack,Hard,29,547,India,Authentic Culinary Database
989,Kung Pao Chicken,Produce,Chinese,"Kung Pao, Peanuts, Soy Sauce, Chili",Kung Pao,Lunch,Hard,47,185,India,Authentic Culinary Database
990,Drumstick Curry,Produce,Indian,"Drumstick, Basic Spices, Oil, Salt",Drumstick,Dinner,Medium,59,426,India,Authentic Culinary Database
991,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Dinner,Hard,37,345,India,Authentic Culinary Database
992,Spring Rolls,Bakery,Chinese,"Spring, Basic Spices, Oil, Salt",Spring,Dinner,Hard,48,448,India,Authentic Culinary Database
993,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Breakfast,Hard,40,625,India,Authentic Culinary Database
994,Goan Fish Curry,Protein,Indian,"Goan Fish, Basic Spices, Oil, Salt",Goan,Snack,Easy,20,545,India,Authentic Culinary Database
995,Egg Roast,Protein,Indian,"Egg, Basic Spices, Oil, Salt",Egg,Lunch,Hard,28,421,India,Authentic Culinary Database
996,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Breakfast,Easy,41,508,India,Authentic Culinary Database
997,Mutton Fry,Protein,Indian,"Mutton, Basic Spices, Oil, Salt",Mutton,Snack,Medium,26,476,India,Authentic Culinary Database
998,Tiramisu,Grains/Legumes,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Snack,Hard,50,180,India,Authentic Culinary Database
999,Fried Rice,Protein,Chinese,"Fried, Basic Spices, Oil, Salt",Rice,Lunch,Hard,53,599,India,Authentic Culinary Database
1000,Risotto,Protein,Italian,"Risotto, Basic Spices, Oil, Salt",Risotto,Snack,Medium,60,169,India,Authentic Culinary Database
1001,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Lunch,Easy,59,455,India,Authentic Culinary Database
1002,Cheeseburger,Grains/Legumes,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Breakfast,Easy,20,460,India,Authentic Culinary Database
1003,Bhatura,Bakery,Indian,"Bhatura, Basic Spices, Oil, Salt",Bhatura,Dinner,Medium,28,345,India,Authentic Culinary Database
1004,Tiramisu,Bakery,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Dinner,Easy,28,470,India,Authentic Culinary Database
1005,Burritos,Produce,Mexican,"Burritos, Basic Spices, Oil, Salt",Burritos,Snack,Easy,51,603,India,Authentic Culinary Database
1006,Rasgulla,Dairy,Indian,"Chenna, Sugar Syrup",Rasgulla,Snack,Hard,54,263,India,Authentic Culinary Database
1007,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Lunch,Medium,19,429,India,Authentic Culinary Database
1008,Rasamm,Produce,Indian,"Rasamm, Basic Spices, Oil, Salt",Rasamm,Lunch,Easy,28,667,India,Authentic Culinary Database
1009,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Breakfast,Easy,45,532,India,Authentic Culinary Database
1010,BBQ Ribs,Grains/Legumes,American,"BBQ, Basic Spices, Oil, Salt",BBQ,Lunch,Medium,17,374,India,Authentic Culinary Database
1011,Bruschetta,Produce,Italian,"Bruschetta, Basic Spices, Oil, Salt",Bruschetta,Dinner,Easy,39,267,India,Authentic Culinary Database
1012,Shahi Paneer,Dairy,Indian,"Paneer, Shahi, Basic Spices, Oil, Salt",Shahi,Snack,Hard,39,336,India,Authentic Culinary Database
1013,Prawn Roast,Protein,Indian,"Prawn, Basic Spices, Oil, Salt",Prawn,Breakfast,Hard,22,572,India,Authentic Culinary Database
1014,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Dinner,Medium,22,460,India,Authentic Culinary Database
1015,Jeera Aloo,Produce,Indian,"Jeera, Basic Spices, Oil, Salt",Jeera,Dinner,Hard,48,420,India,Authentic Culinary Database
1016,Lasagna,Bakery,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Dinner,Easy,18,477,India,Authentic Culinary Database
1017,Lasagna,Grains/Legumes,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Lunch,Medium,25,434,India,Authentic Culinary Database
1018,Risotto,Protein,Italian,"Risotto, Basic Spices, Oil, Salt",Risotto,Lunch,Medium,56,578,India,Authentic Culinary Database
1019,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Breakfast,Medium,50,247,India,Authentic Culinary Database
1020,Churros,Grains/Legumes,Mexican,"Churros, Basic Spices, Oil, Salt",Churros,Snack,Easy,39,387,India,Authentic Culinary Database
1021,Pancakes,Bakery,American,"Pancakes, Basic Spices, Oil, Salt",Pancakes,Breakfast,Easy,40,495,India,Authentic Culinary Database
1022,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Snack,Medium,18,330,India,Authentic Culinary Database
1023,Apple Pie,Produce,American,"Apple, Basic Spices, Oil, Salt",Apple,Snack,Medium,55,564,India,Authentic Culinary Database
1024,Hot Dog,Bakery,American,"Hot, Basic Spices, Oil, Salt",Hot,Breakfast,Hard,23,291,India,Authentic Culinary Database
1025,Vada Pav (Bun),Bakery,Indian,"Vada, Potato Fritter, Spicy Chutney",(Bun),Dinner,Hard,47,678,India,Authentic Culinary Database
1026,Malabar Fish Curry,Protein,Indian,"Malabar Fish, Basic Spices, Oil, Salt",Malabar,Snack,Hard,38,239,India,Authentic Culinary Database
1027,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Dinner,Medium,26,527,India,Authentic Culinary Database
1028,Chicken Saag,Protein,Indian,"Chicken, Basic Spices, Oil, Salt",Chicken,Snack,Easy,52,596,India,Authentic Culinary Database
1029,Tandoori Chicken,Protein,Indian,"Tandoori, Basic Spices, Oil, Salt",Tandoori,Breakfast,Medium,32,240,India,Authentic Culinary Database
1030,Apple Pie,Grains/Legumes,American,"Apple, Basic Spices, Oil, Salt",Apple,Dinner,Easy,35,245,India,Authentic Culinary Database
1031,Chicken 65,Protein,Indian,"Chicken, Spices, Curry Leaves, Deep Fried",65,Lunch,Hard,60,334,India,Authentic Culinary Database
1032,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Breakfast,Easy,42,683,India,Authentic Culinary Database
1033,Garlic Naan,Bakery,Indian,"Flour, Garlic, Butter, Yeast",Naan,Dinner,Easy,45,510,India,Authentic Culinary Database
1034,Butter Kulcha,Bakery,Indian,"Butter, Basic Spices, Oil, Salt",Butter,Snack,Medium,29,690,India,Authentic Culinary Database
1035,Fish Moilee,Protein,Indian,"Fish, Basic Spices, Oil, Salt",Fish,Lunch,Hard,16,178,India,Authentic Culinary Database
1036,Bruschetta,Dairy,Italian,"Bruschetta, Basic Spices, Oil, Salt",Bruschetta,Snack,Hard,15,401,India,Authentic Culinary Database
1037,Pesarattu,Bakery,Indian,"Pesarattu, Basic Spices, Oil, Salt",Pesarattu,Lunch,Medium,59,564,India,Authentic Culinary Database
1038,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Dinner,Hard,40,570,India,Authentic Culinary Database
1039,Dal Tadka,Produce,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Dinner,Medium,40,241,India,Authentic Culinary Database
1040,Mapo Tofu,Protein,Chinese,"Mapo, Basic Spices, Oil, Salt",Mapo,Lunch,Easy,17,205,India,Authentic Culinary Database
1041,Lacha Paratha,Bakery,Indian,"Lacha, Basic Spices, Oil, Salt",Paratha,Lunch,Easy,29,511,India,Authentic Culinary Database
1042,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Snack,Medium,22,195,India,Authentic Culinary Database
1043,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Snack,Easy,48,151,India,Authentic Culinary Database
1044,Basundi,Dairy,Indian,"Basundi, Basic Spices, Oil, Salt",Basundi,Dinner,Easy,51,522,India,Authentic Culinary Database
1045,Bhindi Masala,Produce,Indian,"Bhindi, Basic Spices, Oil, Salt",Bhindi,Breakfast,Easy,40,416,India,Authentic Culinary Database
1046,Paneer Tikka,Dairy,Indian,"Paneer, Basic Spices, Oil, Salt",Paneer,Breakfast,Medium,35,382,India,Authentic Culinary Database
1047,Beef Enchiladas,Dairy,Mexican,"Beef, Basic Spices, Oil, Salt",Beef,Dinner,Medium,30,700,India,Authentic Culinary Database
1048,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Snack,Medium,47,456,India,Authentic Culinary Database
1049,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Breakfast,Easy,31,688,India,Authentic Culinary Database
1050,Chicken Tacos,Grains/Legumes,Mexican,"Tortilla, Chicken, Salsa, Lettuce, Cheese",Tacos,Snack,Easy,56,353,India,Authentic Culinary Database
1051,Quesadillas,Produce,Mexican,"Quesadillas, Basic Spices, Oil, Salt",Quesadillas,Snack,Hard,23,390,India,Authentic Culinary Database
1052,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Dinner,Hard,56,440,India,Authentic Culinary Database
1053,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Snack,Medium,46,472,India,Authentic Culinary Database
1054,Lasagna,Bakery,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Lunch,Easy,40,292,India,Authentic Culinary Database
1055,Butter Kulcha,Bakery,Indian,"Butter, Basic Spices, Oil, Salt",Butter,Breakfast,Medium,16,358,India,Authentic Culinary Database
1056,Mutton Fry,Protein,Indian,"Mutton, Basic Spices, Oil, Salt",Mutton,Dinner,Hard,43,469,India,Authentic Culinary Database
1057,Pav Bhaji (Pav),Bakery,Indian,"Pav (Bun), Butter, Mixed Vegetable Mash",(Pav),Lunch,Easy,28,510,India,Authentic Culinary Database
1058,Bruschetta,Grains/Legumes,Italian,"Bruschetta, Basic Spices, Oil, Salt",Bruschetta,Lunch,Hard,39,185,India,Authentic Culinary Database
1059,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Breakfast,Hard,25,671,India,Authentic Culinary Database
1060,Sambar,Produce,Indian,"Toor Dal, Vegetables, Tamarind, Sambar Powder",Sambar,Lunch,Easy,50,286,India,Authentic Culinary Database
1061,Cheeseburger,Protein,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Snack,Easy,30,289,India,Authentic Culinary Database
1062,Baingan Bharta,Produce,Indian,"Baingan, Basic Spices, Oil, Salt",Baingan,Lunch,Medium,29,661,India,Authentic Culinary Database
1063,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Dinner,Easy,54,636,India,Authentic Culinary Database
1064,Chicken Tacos,Grains/Legumes,Mexican,"Tortilla, Chicken, Salsa, Lettuce, Cheese",Tacos,Lunch,Medium,24,414,India,Authentic Culinary Database
1065,Beef Enchiladas,Protein,Mexican,"Beef, Basic Spices, Oil, Salt",Beef,Dinner,Hard,22,405,India,Authentic Culinary Database
1066,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Snack,Hard,16,604,India,Authentic Culinary Database
1067,Spring Rolls,Grains/Legumes,Chinese,"Spring, Basic Spices, Oil, Salt",Spring,Lunch,Hard,47,515,India,Authentic Culinary Database
1068,Cabbage Poriyal,Produce,Indian,"Cabbage, Basic Spices, Oil, Salt",Cabbage,Snack,Hard,27,257,India,Authentic Culinary Database
1069,Kung Pao Chicken,Grains/Legumes,Chinese,"Kung Pao, Peanuts, Soy Sauce, Chili",Kung Pao,Snack,Medium,60,555,India,Authentic Culinary Database
1070,Mapo Tofu,Grains/Legumes,Chinese,"Mapo, Basic Spices, Oil, Salt",Mapo,Lunch,Hard,51,527,India,Authentic Culinary Database
1071,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Lunch,Hard,26,489,India,Authentic Culinary Database
1072,Malabar Fish Curry,Protein,Indian,"Malabar Fish, Basic Spices, Oil, Salt",Malabar,Snack,Easy,25,675,India,Authentic Culinary Database
1073,Avial,Produce,Indian,"Avial, Basic Spices, Oil, Salt",Avial,Breakfast,Medium,44,282,India,Authentic Culinary Database
1074,Buttermilk (Chaas),Dairy,Indian,"Buttermilk, Basic Spices, Oil, Salt",Buttermilk,Snack,Medium,51,432,India,Authentic Culinary Database
1075,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Lunch,Medium,21,479,India,Authentic Culinary Database
1076,Pancakes,Dairy,American,"Pancakes, Basic Spices, Oil, Salt",Pancakes,Snack,Easy,49,565,India,Authentic Culinary Database
1077,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Lunch,Easy,42,387,India,Authentic Culinary Database
1078,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Lunch,Medium,36,573,India,Authentic Culinary Database
1079,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Lunch,Hard,37,561,India,Authentic Culinary Database
1080,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Dinner,Medium,22,629,India,Authentic Culinary Database
1081,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Snack,Hard,35,496,India,Authentic Culinary Database
1082,Missi Roti,Bakery,Indian,"Missi, Basic Spices, Oil, Salt",Missi,Snack,Medium,39,575,India,Authentic Culinary Database
1083,Tiramisu,Dairy,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Lunch,Hard,54,251,India,Authentic Culinary Database
1084,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Snack,Medium,24,531,India,Authentic Culinary Database
1085,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Snack,Hard,41,503,India,Authentic Culinary Database
1086,Lasagna,Grains/Legumes,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Lunch,Easy,57,440,India,Authentic Culinary Database
1087,Kung Pao Chicken,Dairy,Chinese,"Kung Pao, Peanuts, Soy Sauce, Chili",Kung Pao,Lunch,Medium,33,352,India,Authentic Culinary Database
1088,Mutton Fry,Protein,Indian,"Mutton, Basic Spices, Oil, Salt",Mutton,Snack,Easy,50,426,India,Authentic Culinary Database
1089,Chicken Saag,Protein,Indian,"Chicken, Basic Spices, Oil, Salt",Chicken,Lunch,Easy,17,504,India,Authentic Culinary Database
1090,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Dinner,Easy,29,603,India,Authentic Culinary Database
1091,Chicken Saag,Protein,Indian,"Chicken, Basic Spices, Oil, Salt",Chicken,Snack,Hard,39,358,India,Authentic Culinary Database
1092,Mapo Tofu,Protein,Chinese,"Mapo, Basic Spices, Oil, Salt",Mapo,Lunch,Easy,29,367,India,Authentic Culinary Database
1093,Goan Fish Curry,Protein,Indian,"Goan Fish, Basic Spices, Oil, Salt",Goan,Snack,Hard,54,607,India,Authentic Culinary Database
1094,Guacamole,Dairy,Mexican,"Guacamole, Basic Spices, Oil, Salt",Guacamole,Snack,Medium,59,404,India,Authentic Culinary Database
1095,Chow Mein,Bakery,Chinese,"Chow, Basic Spices, Oil, Salt",Chow,Snack,Easy,57,361,India,Authentic Culinary Database
1096,Pancakes,Grains/Legumes,American,"Pancakes, Basic Spices, Oil, Salt",Pancakes,Breakfast,Medium,17,330,India,Authentic Culinary Database
1097,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Dinner,Medium,23,604,India,Authentic Culinary Database
1098,Pav Bhaji (Pav),Bakery,Indian,"Pav (Bun), Butter, Mixed Vegetable Mash",(Pav),Snack,Easy,37,546,India,Authentic Culinary Database
1099,Cabbage Poriyal,Produce,Indian,"Cabbage, Basic Spices, Oil, Salt",Cabbage,Snack,Easy,27,412,India,Authentic Culinary Database
1100,Goan Fish Curry,Protein,Indian,"Goan Fish, Basic Spices, Oil, Salt",Goan,Breakfast,Easy,23,278,India,Authentic Culinary Database
1101,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Breakfast,Easy,19,443,India,Authentic Culinary Database
1102,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Lunch,Medium,36,499,India,Authentic Culinary Database
1103,Kalan,Produce,Indian,"Kalan, Basic Spices, Oil, Salt",Kalan,Snack,Easy,19,316,India,Authentic Culinary Database
1104,Neer Dosa,Bakery,Indian,"Neer, Basic Spices, Oil, Salt",Dosa,Dinner,Easy,40,183,India,Authentic Culinary Database
1105,Pesarattu,Bakery,Indian,"Pesarattu, Basic Spices, Oil, Salt",Pesarattu,Snack,Easy,34,483,India,Authentic Culinary Database
1106,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Snack,Easy,49,194,India,Authentic Culinary Database
1107,Shahi Paneer,Dairy,Indian,"Paneer, Shahi, Basic Spices, Oil, Salt",Shahi,Snack,Easy,45,604,India,Authentic Culinary Database
1108,Hot Dog,Produce,American,"Hot, Basic Spices, Oil, Salt",Hot,Dinner,Medium,32,280,India,Authentic Culinary Database
1109,BBQ Ribs,Grains/Legumes,American,"BBQ, Basic Spices, Oil, Salt",BBQ,Lunch,Easy,16,166,India,Authentic Culinary Database
1110,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Lunch,Easy,35,245,India,Authentic Culinary Database
1111,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Breakfast,Hard,17,330,India,Authentic Culinary Database
1112,Pesarattu,Bakery,Indian,"Pesarattu, Basic Spices, Oil, Salt",Pesarattu,Snack,Medium,19,700,India,Authentic Culinary Database
1113,Lasagna,Grains/Legumes,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Snack,Medium,48,171,India,Authentic Culinary Database
1114,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Dinner,Easy,22,639,India,Authentic Culinary Database
1115,Mutton Fry,Protein,Indian,"Mutton, Basic Spices, Oil, Salt",Mutton,Lunch,Easy,40,626,India,Authentic Culinary Database
1116,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Snack,Easy,15,389,India,Authentic Culinary Database
1117,Mishti Doi,Dairy,Indian,"Milk, Jaggery, Curd Culture",Doi,Lunch,Medium,55,207,India,Authentic Culinary Database
1118,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Lunch,Easy,27,506,India,Authentic Culinary Database
1119,Dim Sum,Bakery,Chinese,"Dim, Basic Spices, Oil, Salt",Dim,Lunch,Hard,15,152,India,Authentic Culinary Database
1120,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Dinner,Easy,50,504,India,Authentic Culinary Database
1121,Bruschetta,Protein,Italian,"Bruschetta, Basic Spices, Oil, Salt",Bruschetta,Dinner,Hard,23,219,India,Authentic Culinary Database
1122,Tiramisu,Grains/Legumes,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Snack,Hard,52,678,India,Authentic Culinary Database
1123,Egg Roast,Protein,Indian,"Egg, Basic Spices, Oil, Salt",Egg,Lunch,Medium,18,536,India,Authentic Culinary Database
1124,Cabbage Poriyal,Produce,Indian,"Cabbage, Basic Spices, Oil, Salt",Cabbage,Snack,Medium,43,232,India,Authentic Culinary Database
